enzyme	genome_name	db_name	gene_caller_id	contig	modules_with_enzyme	enzyme_definition	warnings
K00130	Ccu_c8Ua_181	Ccu_c8Ua_181	1791	c_000000000025	M00555	betaine-aldehyde dehydrogenase [EC:1.2.1.8]	None
K01752	Ccu_c8Ua_181	Ccu_c8Ua_181	241	c_000000000001	M00975	L-serine dehydratase [EC:4.3.1.17]	None
K01752	Ccu_c8Ua_181	Ccu_c8Ua_181	186	c_000000000001	M00975	L-serine dehydratase [EC:4.3.1.17]	None
K01754	Ccu_c8Ua_181	Ccu_c8Ua_181	407	c_000000000001	M00975,M00570	threonine dehydratase [EC:4.3.1.19]	None
K00640	Ccu_c8Ua_181	Ccu_c8Ua_181	868	c_000000000003	M00021	serine O-acetyltransferase [EC:2.3.1.30]	None
K01738	Ccu_c8Ua_181	Ccu_c8Ua_181	867	c_000000000003	M00021	cysteine synthase [EC:2.5.1.47]	None
K00789	Ccu_c8Ua_181	Ccu_c8Ua_181	150	c_000000000001	M00609,M00034,M00035,M00368,M00953	S-adenosylmethionine synthetase [EC:2.5.1.6]	None
K01243	Ccu_c8Ua_181	Ccu_c8Ua_181	2042	c_000000000026	M00609,M00034	adenosylhomocysteine nucleosidase [EC:3.2.2.9]	None
K07173	Ccu_c8Ua_181	Ccu_c8Ua_181	2179	c_000000000028	M00609	S-ribosylhomocysteine lyase [EC:4.4.1.21]	None
K00641	Ccu_c8Ua_181	Ccu_c8Ua_181	1544	c_000000000023	M00017	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	None
K01739	Ccu_c8Ua_181	Ccu_c8Ua_181	761	c_000000000001	M00017	cystathionine gamma-synthase [EC:2.5.1.48]	None
K14155	Ccu_c8Ua_181	Ccu_c8Ua_181	636	c_000000000001	M00017	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	None
K00549	Ccu_c8Ua_181	Ccu_c8Ua_181	1849	c_000000000025	M00017	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	None
K00549	Ccu_c8Ua_181	Ccu_c8Ua_181	410	c_000000000001	M00017	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	None
K01652	Ccu_c8Ua_181	Ccu_c8Ua_181	1009	c_000000000012	M00019,M00570	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	None
K01653	Ccu_c8Ua_181	Ccu_c8Ua_181	1008	c_000000000012	M00019,M00570	acetolactate synthase I/III small subunit [EC:2.2.1.6]	None
K00053	Ccu_c8Ua_181	Ccu_c8Ua_181	1007	c_000000000012	M00019,M00570	ketol-acid reductoisomerase [EC:1.1.1.86]	None
K01687	Ccu_c8Ua_181	Ccu_c8Ua_181	1011	c_000000000012	M00019,M00570	dihydroxy-acid dehydratase [EC:4.2.1.9]	None
K00826	Ccu_c8Ua_181	Ccu_c8Ua_181	473	c_000000000001	M00019,M00570,M00036,M00119	branched-chain amino acid aminotransferase [EC:2.6.1.42]	None
K01703	Ccu_c8Ua_181	Ccu_c8Ua_181	2282	c_000000000029	M00535,M00432	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	None
K01704	Ccu_c8Ua_181	Ccu_c8Ua_181	2281	c_000000000029	M00535,M00432	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	None
K00052	Ccu_c8Ua_181	Ccu_c8Ua_181	1003	c_000000000012	M00535,M00432	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	None
K01649	Ccu_c8Ua_181	Ccu_c8Ua_181	1712	c_000000000025	M00432	2-isopropylmalate synthase [EC:2.3.3.13]	None
K01714	Ccu_c8Ua_181	Ccu_c8Ua_181	288	c_000000000001	M00016,M00525,M00526,M00527	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	None
K00215	Ccu_c8Ua_181	Ccu_c8Ua_181	290	c_000000000001	M00016,M00525,M00526,M00527	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	None
K00674	Ccu_c8Ua_181	Ccu_c8Ua_181	1139	c_000000000012	M00016	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	None
K00821	Ccu_c8Ua_181	Ccu_c8Ua_181	907	c_000000000004	M00016,M00028,M00845	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	None
K01439	Ccu_c8Ua_181	Ccu_c8Ua_181	1137	c_000000000012	M00016	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	None
K01778	Ccu_c8Ua_181	Ccu_c8Ua_181	266	c_000000000001	M00016,M00525,M00527	diaminopimelate epimerase [EC:5.1.1.7]	None
K01586	Ccu_c8Ua_181	Ccu_c8Ua_181	1082	c_000000000012	M00016,M00525,M00526,M00527	diaminopimelate decarboxylase [EC:4.1.1.20]	None
K01586	Ccu_c8Ua_181	Ccu_c8Ua_181	2246	c_000000000028	M00016,M00525,M00526,M00527	diaminopimelate decarboxylase [EC:4.1.1.20]	None
K05823	Ccu_c8Ua_181	Ccu_c8Ua_181	1521	c_000000000023	M00525	N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	None
K07250	Ccu_c8Ua_181	Ccu_c8Ua_181	540	c_000000000001	M00956,M00957,M00027	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	None
K00135	Ccu_c8Ua_181	Ccu_c8Ua_181	1904	c_000000000025	M00956,M00957,M00027	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	None
K00135	Ccu_c8Ua_181	Ccu_c8Ua_181	1998	c_000000000026	M00956,M00957,M00027	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	None
K00135	Ccu_c8Ua_181	Ccu_c8Ua_181	574	c_000000000001	M00956,M00957,M00027	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	None
K00930	Ccu_c8Ua_181	Ccu_c8Ua_181	908	c_000000000004	M00028	acetylglutamate kinase [EC:2.7.2.8]	None
K00145	Ccu_c8Ua_181	Ccu_c8Ua_181	910	c_000000000004	M00028,M00845	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	None
K00620	Ccu_c8Ua_181	Ccu_c8Ua_181	909	c_000000000004	M00028	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	None
K00611	Ccu_c8Ua_181	Ccu_c8Ua_181	984	c_000000000008	M00844,M00029,M00978	ornithine carbamoyltransferase [EC:2.1.3.3]	None
K00611	Ccu_c8Ua_181	Ccu_c8Ua_181	906	c_000000000004	M00844,M00029,M00978	ornithine carbamoyltransferase [EC:2.1.3.3]	None
K01940	Ccu_c8Ua_181	Ccu_c8Ua_181	904	c_000000000004	M00844,M00845,M00029,M00978	argininosuccinate synthase [EC:6.3.4.5]	None
K01755	Ccu_c8Ua_181	Ccu_c8Ua_181	903	c_000000000004	M00844,M00845,M00029,M00978	argininosuccinate lyase [EC:4.3.2.1]	None
K01915	Ccu_c8Ua_181	Ccu_c8Ua_181	501	c_000000000001	M00978	glutamine synthetase [EC:6.3.1.2]	None
K01915	Ccu_c8Ua_181	Ccu_c8Ua_181	486	c_000000000001	M00978	glutamine synthetase [EC:6.3.1.2]	None
K00931	Ccu_c8Ua_181	Ccu_c8Ua_181	715	c_000000000001	M00015	glutamate 5-kinase [EC:2.7.2.11]	None
K00147	Ccu_c8Ua_181	Ccu_c8Ua_181	712	c_000000000001	M00015	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	None
K00286	Ccu_c8Ua_181	Ccu_c8Ua_181	2192	c_000000000028	M00015,M00972	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	None
K13821	Ccu_c8Ua_181	Ccu_c8Ua_181	2044	c_000000000026	M00970	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	None
K00765	Ccu_c8Ua_181	Ccu_c8Ua_181	84	c_000000000001	M00026	ATP phosphoribosyltransferase [EC:2.4.2.17]	None
K01523	Ccu_c8Ua_181	Ccu_c8Ua_181	85	c_000000000001	M00026	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	None
K01496	Ccu_c8Ua_181	Ccu_c8Ua_181	386	c_000000000001	M00026	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	None
K24017	Ccu_c8Ua_181	Ccu_c8Ua_181	389	c_000000000001	M00026,M00023	phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]	None
K02500	Ccu_c8Ua_181	Ccu_c8Ua_181	387	c_000000000001	M00026	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	None
K02501	Ccu_c8Ua_181	Ccu_c8Ua_181	390	c_000000000001	M00026	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	None
K00817	Ccu_c8Ua_181	Ccu_c8Ua_181	394	c_000000000001	M00026	histidinol-phosphate aminotransferase [EC:2.6.1.9]	None
K00817	Ccu_c8Ua_181	Ccu_c8Ua_181	1747	c_000000000025	M00026	histidinol-phosphate aminotransferase [EC:2.6.1.9]	None
K05602	Ccu_c8Ua_181	Ccu_c8Ua_181	1370	c_000000000023	M00026	histidinol-phosphatase [EC:3.1.3.15]	None
K00013	Ccu_c8Ua_181	Ccu_c8Ua_181	395	c_000000000001	M00026	histidinol dehydrogenase [EC:1.1.1.23]	None
K01745	Ccu_c8Ua_181	Ccu_c8Ua_181	1108	c_000000000012	M00045	histidine ammonia-lyase [EC:4.3.1.3]	None
K01712	Ccu_c8Ua_181	Ccu_c8Ua_181	1105	c_000000000012	M00045	urocanate hydratase [EC:4.2.1.49]	None
K01468	Ccu_c8Ua_181	Ccu_c8Ua_181	1104	c_000000000012	M00045	imidazolonepropionase [EC:3.5.2.7]	None
K01479	Ccu_c8Ua_181	Ccu_c8Ua_181	1110	c_000000000012	M00045	formiminoglutamase [EC:3.5.3.8]	None
K01626	Ccu_c8Ua_181	Ccu_c8Ua_181	454	c_000000000001	M00022	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	None
K01735	Ccu_c8Ua_181	Ccu_c8Ua_181	170	c_000000000001	M00022	3-dehydroquinate synthase [EC:4.2.3.4]	None
K03786	Ccu_c8Ua_181	Ccu_c8Ua_181	169	c_000000000001	M00022	3-dehydroquinate dehydratase II [EC:4.2.1.10]	None
K00014	Ccu_c8Ua_181	Ccu_c8Ua_181	173	c_000000000001	M00022	shikimate dehydrogenase [EC:1.1.1.25]	None
K00891	Ccu_c8Ua_181	Ccu_c8Ua_181	171	c_000000000001	M00022	shikimate kinase [EC:2.7.1.71]	None
K00800	Ccu_c8Ua_181	Ccu_c8Ua_181	1404	c_000000000023	M00022	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	None
K01736	Ccu_c8Ua_181	Ccu_c8Ua_181	172	c_000000000001	M00022	chorismate synthase [EC:4.2.3.5]	None
K01657	Ccu_c8Ua_181	Ccu_c8Ua_181	1903	c_000000000025	M00023	anthranilate synthase component I [EC:4.1.3.27]	None
K01658	Ccu_c8Ua_181	Ccu_c8Ua_181	1902	c_000000000025	M00023	anthranilate synthase component II [EC:4.1.3.27]	None
K00766	Ccu_c8Ua_181	Ccu_c8Ua_181	1901	c_000000000025	M00023	anthranilate phosphoribosyltransferase [EC:2.4.2.18]	None
K13498	Ccu_c8Ua_181	Ccu_c8Ua_181	1900	c_000000000025	M00023	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]	None
K01695	Ccu_c8Ua_181	Ccu_c8Ua_181	1898	c_000000000025	M00023	tryptophan synthase alpha chain [EC:4.2.1.20]	None
K01696	Ccu_c8Ua_181	Ccu_c8Ua_181	1899	c_000000000025	M00023	tryptophan synthase beta chain [EC:4.2.1.20]	None
K04518	Ccu_c8Ua_181	Ccu_c8Ua_181	1976	c_000000000026	M00024	prephenate dehydratase [EC:4.2.1.51]	None
K04517	Ccu_c8Ua_181	Ccu_c8Ua_181	1733	c_000000000025	M00025	prephenate dehydrogenase [EC:1.3.1.12]	None
K05921	Ccu_c8Ua_181	Ccu_c8Ua_181	1002	c_000000000012	M00533	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]	None
K00820	Ccu_c8Ua_181	Ccu_c8Ua_181	1587	c_000000000023	M00892,M00909,M01002,M00995	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	None
K03431	Ccu_c8Ua_181	Ccu_c8Ua_181	1593	c_000000000023	M00909,M00995	phosphoglucosamine mutase [EC:5.4.2.10]	None
K04042	Ccu_c8Ua_181	Ccu_c8Ua_181	1216	c_000000000012	M00909,M00995	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	None
K00790	Ccu_c8Ua_181	Ccu_c8Ua_181	865	c_000000000003	M00995	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	None
K00075	Ccu_c8Ua_181	Ccu_c8Ua_181	2178	c_000000000028	M00995	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	None
K01854	Ccu_c8Ua_181	Ccu_c8Ua_181	1988	c_000000000026	M01004	UDP-galactopyranose mutase [EC:5.4.99.9]	None
K01840	Ccu_c8Ua_181	Ccu_c8Ua_181	1428	c_000000000023	M01000,M01015,M01006	phosphomannomutase [EC:5.4.2.8]	None
K01791	Ccu_c8Ua_181	Ccu_c8Ua_181	590	c_000000000001	M01014	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]	None
K02472	Ccu_c8Ua_181	Ccu_c8Ua_181	573	c_000000000001	M01014	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	None
K00973	Ccu_c8Ua_181	Ccu_c8Ua_181	933	c_000000000005	M00793,M01022,M01023,M01024,M01025,M01026,M01027	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	None
K01710	Ccu_c8Ua_181	Ccu_c8Ua_181	935	c_000000000005	M00793,M01022,M01023,M01024,M01025,M01026,M01027	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	None
K23987	Ccu_c8Ua_181	Ccu_c8Ua_181	934	c_000000000005	M00793	dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]	None
K00728	Ccu_c8Ua_181	Ccu_c8Ua_181	1262	c_000000000012	M00872	dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	None
K02851	Ccu_c8Ua_181	Ccu_c8Ua_181	1062	c_000000000012	M00888	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	None
K16870	Ccu_c8Ua_181	Ccu_c8Ua_181	1433	c_000000000023	M00888	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	None
K16649	Ccu_c8Ua_181	Ccu_c8Ua_181	1761	c_000000000025	M00888	rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]	None
K16650	Ccu_c8Ua_181	Ccu_c8Ua_181	1992	c_000000000026	M00888	galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]	None
K03147	Ccu_c8Ua_181	Ccu_c8Ua_181	476	c_000000000001	M00127,M00895,M00896,M00897	phosphomethylpyrimidine synthase [EC:4.1.99.17]	None
K00941	Ccu_c8Ua_181	Ccu_c8Ua_181	54	c_000000000001	M00127,M00895,M00896,M00899	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	None
K00788	Ccu_c8Ua_181	Ccu_c8Ua_181	55	c_000000000001	M00127,M00895,M00896,M00899	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	None
K00946	Ccu_c8Ua_181	Ccu_c8Ua_181	2275	c_000000000029	M00127,M00895,M00896	thiamine-monophosphate kinase [EC:2.7.4.16]	None
K00878	Ccu_c8Ua_181	Ccu_c8Ua_181	56	c_000000000001	M00899	hydroxyethylthiazole kinase [EC:2.7.1.50]	None
K01497	Ccu_c8Ua_181	Ccu_c8Ua_181	142	c_000000000001	M00125,M00911	GTP cyclohydrolase II [EC:3.5.4.25]	None
K14652	Ccu_c8Ua_181	Ccu_c8Ua_181	142	c_000000000001	M00125,M00840	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	None
K11752	Ccu_c8Ua_181	Ccu_c8Ua_181	144	c_000000000001	M00125	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	None
K21064	Ccu_c8Ua_181	Ccu_c8Ua_181	1986	c_000000000026	M00125	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	None
K21064	Ccu_c8Ua_181	Ccu_c8Ua_181	1244	c_000000000012	M00125	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	None
K02858	Ccu_c8Ua_181	Ccu_c8Ua_181	142	c_000000000001	M00125,M00911	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	None
K00794	Ccu_c8Ua_181	Ccu_c8Ua_181	141	c_000000000001	M00125,M00911	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	None
K00793	Ccu_c8Ua_181	Ccu_c8Ua_181	143	c_000000000001	M00125,M00911	riboflavin synthase [EC:2.5.1.9]	None
K11753	Ccu_c8Ua_181	Ccu_c8Ua_181	296	c_000000000001	M00125	riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	None
K06215	Ccu_c8Ua_181	Ccu_c8Ua_181	1540	c_000000000023	M00916	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	None
K08681	Ccu_c8Ua_181	Ccu_c8Ua_181	1539	c_000000000023	M00916	pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]	None
K00969	Ccu_c8Ua_181	Ccu_c8Ua_181	711	c_000000000001	M00115,M00912	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	None
K01916	Ccu_c8Ua_181	Ccu_c8Ua_181	818	c_000000000001	M00115,M00912	NAD+ synthase [EC:6.3.1.5]	None
K01918	Ccu_c8Ua_181	Ccu_c8Ua_181	2120	c_000000000027	M00119,M00913	pantoate--beta-alanine ligase [EC:6.3.2.1]	None
K00867	Ccu_c8Ua_181	Ccu_c8Ua_181	1194	c_000000000012	M00120	type I pantothenate kinase [EC:2.7.1.33]	None
K13038	Ccu_c8Ua_181	Ccu_c8Ua_181	151	c_000000000001	M00120,M00914	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	None
K00954	Ccu_c8Ua_181	Ccu_c8Ua_181	2269	c_000000000029	M00120	pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	None
K00859	Ccu_c8Ua_181	Ccu_c8Ua_181	928	c_000000000004	M00120	dephospho-CoA kinase [EC:2.7.1.24]	None
K00833	Ccu_c8Ua_181	Ccu_c8Ua_181	785	c_000000000001	M00123,M00577	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	None
K01935	Ccu_c8Ua_181	Ccu_c8Ua_181	784	c_000000000001	M00123,M00950,M00573,M00577	dethiobiotin synthetase [EC:6.3.3.3]	None
K01012	Ccu_c8Ua_181	Ccu_c8Ua_181	1812	c_000000000025	M00123,M00950,M00573,M00577	biotin synthase [EC:2.8.1.6]	None
K03801	Ccu_c8Ua_181	Ccu_c8Ua_181	482	c_000000000001	M00881	lipoyl(octanoyl) transferase [EC:2.3.1.181]	None
K03644	Ccu_c8Ua_181	Ccu_c8Ua_181	483	c_000000000001	M00881,M00882,M00883,M00884	lipoyl synthase [EC:2.8.1.8]	None
K01495	Ccu_c8Ua_181	Ccu_c8Ua_181	2127	c_000000000027	M00126,M00841,M00842,M00843,M00988	GTP cyclohydrolase IA [EC:3.5.4.16]	None
K01077	Ccu_c8Ua_181	Ccu_c8Ua_181	381	c_000000000001	M00126	alkaline phosphatase [EC:3.1.3.1]	None
K01113	Ccu_c8Ua_181	Ccu_c8Ua_181	521	c_000000000001	M00126	alkaline phosphatase D [EC:3.1.3.1]	None
K01113	Ccu_c8Ua_181	Ccu_c8Ua_181	1458	c_000000000023	M00126	alkaline phosphatase D [EC:3.1.3.1]	None
K01633	Ccu_c8Ua_181	Ccu_c8Ua_181	2125	c_000000000027	M00126,M00840	7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]	None
K00950	Ccu_c8Ua_181	Ccu_c8Ua_181	2124	c_000000000027	M00126	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	None
K00796	Ccu_c8Ua_181	Ccu_c8Ua_181	2126	c_000000000027	M00126	dihydropteroate synthase [EC:2.5.1.15]	None
K00796	Ccu_c8Ua_181	Ccu_c8Ua_181	1135	c_000000000012	M00126	dihydropteroate synthase [EC:2.5.1.15]	None
K11754	Ccu_c8Ua_181	Ccu_c8Ua_181	731	c_000000000001	M00126,M00841	dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	None
K00287	Ccu_c8Ua_181	Ccu_c8Ua_181	1313	c_000000000012	M00126,M00840	dihydrofolate reductase [EC:1.5.1.3]	None
K03639	Ccu_c8Ua_181	Ccu_c8Ua_181	1068	c_000000000012	M00880	GTP 3',8-cyclase [EC:4.1.99.22]	None
K03637	Ccu_c8Ua_181	Ccu_c8Ua_181	1070	c_000000000012	M00880	cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	None
K03635	Ccu_c8Ua_181	Ccu_c8Ua_181	1752	c_000000000025	M00880	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	None
K03750	Ccu_c8Ua_181	Ccu_c8Ua_181	1268	c_000000000012	M00880	molybdopterin molybdotransferase [EC:2.10.1.1]	None
K03750	Ccu_c8Ua_181	Ccu_c8Ua_181	1069	c_000000000012	M00880	molybdopterin molybdotransferase [EC:2.10.1.1]	None
K03750	Ccu_c8Ua_181	Ccu_c8Ua_181	1750	c_000000000025	M00880	molybdopterin molybdotransferase [EC:2.10.1.1]	None
K02492	Ccu_c8Ua_181	Ccu_c8Ua_181	2197	c_000000000028	M00846,M00121,M00926	glutamyl-tRNA reductase [EC:1.2.1.70]	None
K01845	Ccu_c8Ua_181	Ccu_c8Ua_181	2209	c_000000000028	M00846,M00121,M00926	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	None
K01698	Ccu_c8Ua_181	Ccu_c8Ua_181	2200	c_000000000028	M00846,M00868,M00121,M00926	porphobilinogen synthase [EC:4.2.1.24]	None
K01749	Ccu_c8Ua_181	Ccu_c8Ua_181	2198	c_000000000028	M00846,M00868,M00121,M00926	hydroxymethylbilane synthase [EC:2.5.1.61]	None
K01719	Ccu_c8Ua_181	Ccu_c8Ua_181	2199	c_000000000028	M00846,M00868,M00121,M00926	uroporphyrinogen-III synthase [EC:4.2.1.75]	None
K13542	Ccu_c8Ua_181	Ccu_c8Ua_181	2199	c_000000000028	M00846,M00121,M00926,M00924,M00925	uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]	None
K02303	Ccu_c8Ua_181	Ccu_c8Ua_181	1422	c_000000000023	M00846,M00924,M00925	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	None
K01599	Ccu_c8Ua_181	Ccu_c8Ua_181	2203	c_000000000028	M00868,M00121,M00926	uroporphyrinogen decarboxylase [EC:4.1.1.37]	None
K00231	Ccu_c8Ua_181	Ccu_c8Ua_181	2204	c_000000000028	M00868,M00121,M00926	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	None
K01772	Ccu_c8Ua_181	Ccu_c8Ua_181	98	c_000000000001	M00868,M00121,M00926	protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]	None
K01885	Ccu_c8Ua_181	Ccu_c8Ua_181	2296	c_000000000029	M00121	glutamyl-tRNA synthetase [EC:6.1.1.17]	None
K01885	Ccu_c8Ua_181	Ccu_c8Ua_181	1726	c_000000000025	M00121	glutamyl-tRNA synthetase [EC:6.1.1.17]	None
K02495	Ccu_c8Ua_181	Ccu_c8Ua_181	622	c_000000000001	M00121	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	None
K00435	Ccu_c8Ua_181	Ccu_c8Ua_181	219	c_000000000001	M00926	hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]	None
K00768	Ccu_c8Ua_181	Ccu_c8Ua_181	472	c_000000000001	M00122	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]	None
K22316	Ccu_c8Ua_181	Ccu_c8Ua_181	508	c_000000000001	M00122	ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73]	None
K03183	Ccu_c8Ua_181	Ccu_c8Ua_181	2237	c_000000000028	M00117,M00989,M00116	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	None
K02551	Ccu_c8Ua_181	Ccu_c8Ua_181	2234	c_000000000028	M00116,M00932	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]	None
K02549	Ccu_c8Ua_181	Ccu_c8Ua_181	2230	c_000000000028	M00116,M00932	o-succinylbenzoate synthase [EC:4.2.1.113]	None
K01911	Ccu_c8Ua_181	Ccu_c8Ua_181	2224	c_000000000028	M00116,M00932	o-succinylbenzoate---CoA ligase [EC:6.2.1.26]	None
K01661	Ccu_c8Ua_181	Ccu_c8Ua_181	2227	c_000000000028	M00116,M00932	naphthoate synthase [EC:4.1.3.36]	None
K19222	Ccu_c8Ua_181	Ccu_c8Ua_181	51	c_000000000001	M00116,M00932	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	None
K02548	Ccu_c8Ua_181	Ccu_c8Ua_181	2218	c_000000000028	M00116	1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]	None
K01823	Ccu_c8Ua_181	Ccu_c8Ua_181	633	c_000000000001	M00095,M00849,M00096,M00364,M00365,M00366,M00367	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]	None
K01662	Ccu_c8Ua_181	Ccu_c8Ua_181	222	c_000000000001	M00096	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	None
K00099	Ccu_c8Ua_181	Ccu_c8Ua_181	328	c_000000000001	M00096	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	None
