Genome1,Genome2,DDH,CI,Distance,Prob_DDH_70,styled_Genome1,styled_Genome2
Cna_KPL4035,Cke_EYE_437,77.2,[74.2 - 80%],0.0267,88.16,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cna_KPL4035,Cke_FDAARGOS_1055,77.7,[74.7 - 80.4%],0.0262,88.58,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cna_KPL4035,Cke_LK1134,76.5,[73.5 - 79.3%],0.0276,87.46,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cna_KPL4035,Cke_YSMAA5_1_D11,78.6,[75.6 - 81.2%],0.0251,89.39,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cna_KPL4035,Cmq_c19Ua_121,36,[33.6 - 38.6%],0.1139,0.91,<span style='color:#8200E7;'>Cna</span> KPL4035,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4035,Cmq_KPL4083,36.6,[34.1 - 39.1%],0.1117,1.07,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cna_KPL4035,Cmq_MSK144,35.8,[33.4 - 38.4%],0.1147,0.86,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cna_KPL4035,Cna_KPL2825,77.6,[74.6 - 80.3%],0.0263,88.5,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> KPL2825
Cna_KPL4035,Cna_KPL3649,77.3,[74.3 - 80.1%],0.0266,88.25,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> KPL3649
Cna_KPL4035,Cna_KPL3804,78.6,[75.7 - 81.3%],0.025,89.45,<span style='color:#8200E7;'>Cna</span> KPL4035,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4035,Cna_KPL4035,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> KPL4035
Cna_KPL4035,Cna_KPL4072,82.1,[79.3 - 84.7%],0.0209,92.1,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> KPL4072
Cna_KPL4035,Cna_MSK071,77.3,[74.3 - 80.1%],0.0266,88.27,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> MSK071
Cna_KPL4035,Cna_MSK185,76.2,[73.2 - 78.9%],0.028,87.09,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> MSK185
Cna_KPL4035,Cna_MSK194,78.7,[75.7 - 81.4%],0.0249,89.52,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#8200E7;'>Cna</span> MSK194
Cna_KPL4035,Ctu_DSM_44922,36.2,[33.7 - 38.7%],0.1135,0.94,<span style='color:#8200E7;'>Cna</span> KPL4035,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4035,Ctu_KPL3807,35.3,[32.9 - 37.8%],0.1169,0.72,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cna_KPL4035,Ctu_MSK207,35.3,[32.9 - 37.8%],0.1168,0.73,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#002BFF;'>Ctu</span> MSK207
Cna_KPL4035,Ctu_SK141,36.3,[33.8 - 38.8%],0.113,0.97,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#002BFF;'>Ctu</span> SK141
Cna_KPL4035,Cyo_c21Ua_68,39.8,[37.3 - 42.3%],0.1001,2.58,<span style='color:#8200E7;'>Cna</span> KPL4035,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4035,Cyo_KPL2619,39.7,[37.2 - 42.3%],0.1004,2.53,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cna_KPL4035,Cyo_MSK136,39.7,[37.2 - 42.2%],0.1006,2.5,<span style='color:#8200E7;'>Cna</span> KPL4035,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cna_KPL4072,Ccu_c8Ua_181,31.5,[29.1 - 34%],0.1343,0.19,<span style='color:#8200E7;'>Cna</span> KPL4072,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4072,Ccu_CTNIH19,31.5,[29.1 - 34%],0.1341,0.19,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cna_KPL4072,Cha_CTNIH20,32.5,[30.1 - 35%],0.1294,0.28,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cna_KPL4072,Cha_CTNIH21,32.5,[30.1 - 35%],0.1293,0.28,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cna_KPL4072,Cha_CTNIH22,32.9,[30.5 - 35.4%],0.1274,0.33,<span style='color:#8200E7;'>Cna</span> KPL4072,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4072,Cha_CTNIH23,32.5,[30 - 35%],0.1296,0.28,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cna_KPL4072,Cke_CTNIH24,83.9,[81.1 - 86.4%],0.0188,93.16,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cna_KPL4072,Cke_CTNIH27,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cna_KPL4072,Cke_EYE_437,80.8,[77.9 - 83.5%],0.0224,91.22,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cna_KPL4072,Cke_FDAARGOS_1055,82.1,[79.2 - 84.6%],0.021,92.04,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cna_KPL4072,Cke_LK1134,79.1,[76.2 - 81.8%],0.0244,89.88,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cna_KPL4072,Cke_YSMAA5_1_D11,81.3,[78.4 - 83.9%],0.0219,91.52,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cna_KPL4072,Cmq_c19Ua_121,35.6,[33.2 - 38.1%],0.1157,0.79,<span style='color:#8200E7;'>Cna</span> KPL4072,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4072,Cmq_KPL4083,36.3,[33.8 - 38.8%],0.113,0.98,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cna_KPL4072,Cmq_MSK144,35.5,[33 - 38%],0.1162,0.77,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cna_KPL4072,Cna_KPL2825,82.4,[79.5 - 84.9%],0.0206,92.25,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> KPL2825
Cna_KPL4072,Cna_KPL3649,80.5,[77.6 - 83.2%],0.0227,91,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> KPL3649
Cna_KPL4072,Cna_KPL3804,81.4,[78.5 - 83.9%],0.0218,91.58,<span style='color:#8200E7;'>Cna</span> KPL4072,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4072,Cna_KPL4035,82.1,[79.3 - 84.7%],0.0209,92.1,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> KPL4035
Cna_KPL4072,Cna_KPL4072,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> KPL4072
Cna_KPL4072,Cna_MSK071,80.4,[77.5 - 83%],0.0229,90.9,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> MSK071
Cna_KPL4072,Cna_MSK185,79.1,[76.1 - 81.7%],0.0245,89.83,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> MSK185
Cna_KPL4072,Cna_MSK194,81.5,[78.6 - 84%],0.0216,91.65,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#8200E7;'>Cna</span> MSK194
Cna_KPL4072,Ctu_DSM_44922,35.9,[33.4 - 38.4%],0.1147,0.86,<span style='color:#8200E7;'>Cna</span> KPL4072,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4072,Ctu_KPL3807,35,[32.6 - 37.5%],0.1181,0.66,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cna_KPL4072,Ctu_MSK207,35.2,[32.8 - 37.7%],0.1174,0.7,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#002BFF;'>Ctu</span> MSK207
Cna_KPL4072,Ctu_SK141,36,[33.6 - 38.6%],0.1139,0.91,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#002BFF;'>Ctu</span> SK141
Cna_KPL4072,Cyo_c21Ua_68,40,[37.5 - 42.6%],0.0993,2.74,<span style='color:#8200E7;'>Cna</span> KPL4072,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cna_KPL4072,Cyo_KPL2619,40,[37.5 - 42.5%],0.0995,2.71,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cna_KPL4072,Cyo_MSK136,40,[37.5 - 42.5%],0.0994,2.72,<span style='color:#8200E7;'>Cna</span> KPL4072,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cna_MSK071,Ccu_c8Ua_181,31.5,[29.1 - 34%],0.1343,0.19,<span style='color:#8200E7;'>Cna</span> MSK071,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK071,Ccu_CTNIH19,31.5,[29.1 - 34%],0.1343,0.19,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cna_MSK071,Cha_CTNIH20,32.6,[30.2 - 35.1%],0.129,0.29,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cna_MSK071,Cha_CTNIH21,32.6,[30.2 - 35.1%],0.1289,0.29,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cna_MSK071,Cha_CTNIH22,33,[30.5 - 35.5%],0.1272,0.33,<span style='color:#8200E7;'>Cna</span> MSK071,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK071,Cha_CTNIH23,32.5,[30.1 - 35%],0.1293,0.28,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cna_MSK071,Cke_CTNIH24,79.6,[76.7 - 82.3%],0.0238,90.27,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cna_MSK071,Cke_CTNIH27,85.6,[82.9 - 87.9%],0.0169,94.03,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cna_MSK071,Cke_EYE_437,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cna_MSK071,Cke_FDAARGOS_1055,84.3,[81.6 - 86.7%],0.0184,93.38,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cna_MSK071,Cke_LK1134,81.5,[78.6 - 84.1%],0.0216,91.69,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cna_MSK071,Cke_YSMAA5_1_D11,85.7,[83.1 - 88.1%],0.0168,94.09,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cna_MSK071,Cmq_c19Ua_121,35.7,[33.2 - 38.2%],0.1154,0.81,<span style='color:#8200E7;'>Cna</span> MSK071,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK071,Cmq_KPL4083,36.5,[34 - 39%],0.1121,1.04,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cna_MSK071,Cmq_MSK144,35.8,[33.3 - 38.3%],0.115,0.84,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cna_MSK071,Cna_KPL2825,84.5,[81.7 - 86.9%],0.0182,93.45,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> KPL2825
Cna_MSK071,Cna_KPL3649,99.8,[99.6 - 99.9%],5e-4,98.24,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> KPL3649
Cna_MSK071,Cna_KPL3804,85.8,[83.1 - 88.1%],0.0168,94.11,<span style='color:#8200E7;'>Cna</span> MSK071,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK071,Cna_KPL4035,77.3,[74.3 - 80.1%],0.0266,88.27,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> KPL4035
Cna_MSK071,Cna_KPL4072,80.4,[77.5 - 83%],0.0229,90.9,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> KPL4072
Cna_MSK071,Cna_MSK071,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> MSK071
Cna_MSK071,Cna_MSK185,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> MSK185
Cna_MSK071,Cna_MSK194,85.8,[83.1 - 88.1%],0.0168,94.1,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#8200E7;'>Cna</span> MSK194
Cna_MSK071,Ctu_DSM_44922,36.3,[33.8 - 38.8%],0.1129,0.98,<span style='color:#8200E7;'>Cna</span> MSK071,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK071,Ctu_KPL3807,35.3,[32.9 - 37.8%],0.1168,0.73,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cna_MSK071,Ctu_MSK207,35.4,[33 - 37.9%],0.1165,0.75,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#002BFF;'>Ctu</span> MSK207
Cna_MSK071,Ctu_SK141,36.2,[33.8 - 38.8%],0.1131,0.97,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#002BFF;'>Ctu</span> SK141
Cna_MSK071,Cyo_c21Ua_68,40.4,[37.9 - 42.9%],0.0983,2.97,<span style='color:#8200E7;'>Cna</span> MSK071,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK071,Cyo_KPL2619,40.3,[37.8 - 42.8%],0.0986,2.89,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cna_MSK071,Cyo_MSK136,40.4,[37.9 - 43%],0.098,3.02,<span style='color:#8200E7;'>Cna</span> MSK071,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cna_MSK185,Ccu_c8Ua_181,31.5,[29.1 - 34%],0.1342,0.19,<span style='color:#8200E7;'>Cna</span> MSK185,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK185,Ccu_CTNIH19,31.5,[29.1 - 34%],0.1342,0.19,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cna_MSK185,Cha_CTNIH20,32.6,[30.2 - 35.1%],0.1288,0.29,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cna_MSK185,Cha_CTNIH21,32.6,[30.2 - 35.1%],0.1288,0.29,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cna_MSK185,Cha_CTNIH22,33.2,[30.7 - 35.7%],0.1263,0.35,<span style='color:#8200E7;'>Cna</span> MSK185,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK185,Cha_CTNIH23,32.5,[30.1 - 35%],0.1295,0.28,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cna_MSK185,Cke_CTNIH24,78.2,[75.2 - 80.9%],0.0255,89.08,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cna_MSK185,Cke_CTNIH27,81.6,[78.7 - 84.2%],0.0215,91.74,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cna_MSK185,Cke_EYE_437,81.4,[78.5 - 84%],0.0217,91.6,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cna_MSK185,Cke_FDAARGOS_1055,83.6,[80.8 - 86.1%],0.0192,92.98,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cna_MSK185,Cke_LK1134,83.7,[80.9 - 86.1%],0.0191,93.03,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cna_MSK185,Cke_YSMAA5_1_D11,79.7,[76.8 - 82.4%],0.0237,90.36,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cna_MSK185,Cmq_c19Ua_121,35.9,[33.5 - 38.4%],0.1145,0.87,<span style='color:#8200E7;'>Cna</span> MSK185,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK185,Cmq_KPL4083,36.6,[34.1 - 39.1%],0.1118,1.07,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cna_MSK185,Cmq_MSK144,35.8,[33.4 - 38.3%],0.1148,0.85,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cna_MSK185,Cna_KPL2825,83.1,[80.3 - 85.6%],0.0198,92.68,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> KPL2825
Cna_MSK185,Cna_KPL3649,80.9,[78 - 83.5%],0.0223,91.23,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> KPL3649
Cna_MSK185,Cna_KPL3804,80,[77.1 - 82.7%],0.0233,90.6,<span style='color:#8200E7;'>Cna</span> MSK185,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK185,Cna_KPL4035,76.2,[73.2 - 78.9%],0.028,87.09,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> KPL4035
Cna_MSK185,Cna_KPL4072,79.1,[76.1 - 81.7%],0.0245,89.83,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> KPL4072
Cna_MSK185,Cna_MSK071,80.6,[77.7 - 83.3%],0.0226,91.07,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> MSK071
Cna_MSK185,Cna_MSK185,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> MSK185
Cna_MSK185,Cna_MSK194,80,[77.1 - 82.7%],0.0233,90.6,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#8200E7;'>Cna</span> MSK194
Cna_MSK185,Ctu_DSM_44922,36.3,[33.9 - 38.8%],0.1128,0.99,<span style='color:#8200E7;'>Cna</span> MSK185,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK185,Ctu_KPL3807,35.3,[32.9 - 37.8%],0.1169,0.72,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cna_MSK185,Ctu_MSK207,35.6,[33.1 - 38.1%],0.1158,0.79,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#002BFF;'>Ctu</span> MSK207
Cna_MSK185,Ctu_SK141,36.5,[34.1 - 39%],0.112,1.05,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#002BFF;'>Ctu</span> SK141
Cna_MSK185,Cyo_c21Ua_68,40.6,[38.1 - 43.1%],0.0975,3.15,<span style='color:#8200E7;'>Cna</span> MSK185,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK185,Cyo_KPL2619,40.6,[38.1 - 43.1%],0.0976,3.12,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cna_MSK185,Cyo_MSK136,40.6,[38.1 - 43.1%],0.0975,3.13,<span style='color:#8200E7;'>Cna</span> MSK185,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cna_MSK194,Ccu_c8Ua_181,31.6,[29.2 - 34.1%],0.1338,0.2,<span style='color:#8200E7;'>Cna</span> MSK194,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK194,Ccu_CTNIH19,31.6,[29.2 - 34.1%],0.1339,0.2,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cna_MSK194,Cha_CTNIH20,32.7,[30.3 - 35.2%],0.1285,0.3,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cna_MSK194,Cha_CTNIH21,32.8,[30.3 - 35.3%],0.1281,0.31,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cna_MSK194,Cha_CTNIH22,33,[30.6 - 35.5%],0.1269,0.34,<span style='color:#8200E7;'>Cna</span> MSK194,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK194,Cha_CTNIH23,32.7,[30.3 - 35.2%],0.1285,0.3,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cna_MSK194,Cke_CTNIH24,80.4,[77.4 - 83%],0.0229,90.86,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cna_MSK194,Cke_CTNIH27,80.8,[77.9 - 83.4%],0.0224,91.21,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cna_MSK194,Cke_EYE_437,80.9,[78 - 83.5%],0.0223,91.23,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cna_MSK194,Cke_FDAARGOS_1055,83.2,[80.3 - 85.6%],0.0197,92.73,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cna_MSK194,Cke_LK1134,80.7,[77.8 - 83.3%],0.0225,91.11,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cna_MSK194,Cke_YSMAA5_1_D11,99.6,[99.4 - 99.8%],8e-4,98.2,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cna_MSK194,Cmq_c19Ua_121,35.7,[33.2 - 38.2%],0.1154,0.81,<span style='color:#8200E7;'>Cna</span> MSK194,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK194,Cmq_KPL4083,36.3,[33.8 - 38.8%],0.113,0.98,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cna_MSK194,Cmq_MSK144,35.6,[33.1 - 38.1%],0.1158,0.79,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cna_MSK194,Cna_KPL2825,83.7,[80.9 - 86.2%],0.0191,93.05,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> KPL2825
Cna_MSK194,Cna_KPL3649,85.9,[83.3 - 88.2%],0.0166,94.18,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> KPL3649
Cna_MSK194,Cna_KPL3804,99.9,[99.8 - 100%],2e-4,98.27,<span style='color:#8200E7;'>Cna</span> MSK194,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK194,Cna_KPL4035,78.7,[75.7 - 81.4%],0.0249,89.52,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> KPL4035
Cna_MSK194,Cna_KPL4072,81.5,[78.6 - 84%],0.0216,91.65,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> KPL4072
Cna_MSK194,Cna_MSK071,85.8,[83.1 - 88.1%],0.0168,94.1,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> MSK071
Cna_MSK194,Cna_MSK185,80,[77.1 - 82.7%],0.0233,90.6,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> MSK185
